times_utc,out1(t+0),out1(t+1),out1(t+2),out1(t+3)
2023-08-31 13:15:00,36.205204,36.001583,36.24067,36.102634
2023-08-31 13:30:00,36.542114,36.250298,36.472294,36.31306
2023-08-31 13:45:00,36.663055,36.319324,36.518578,36.33308
2023-08-31 14:00:00,37.26926,36.887615,37.04763,36.833004
2023-08-31 14:15:00,38.10559,37.682163,37.787315,37.54056
2023-08-31 14:30:00,38.4238,38.007614,38.065178,37.7849
2023-08-31 14:45:00,39.254536,38.87228,38.864616,38.542255
2023-08-31 15:00:00,39.13394,38.830444,38.756195,38.36843
2023-08-31 15:15:00,40.675568,40.33902,40.099163,39.58806
2023-08-31 15:30:00,41.053745,40.6247,40.154293,39.44512
2023-08-31 15:45:00,42.56998,41.793118,40.929214,39.913532
2023-08-31 16:00:00,42.610313,41.422672,40.104347,38.693066
2023-08-31 16:15:00,43.321697,41.45144,39.56726,37.686016
2023-08-31 16:30:00,46.76383,43.60979,41.000423,38.680748
2023-08-31 16:45:00,47.31311,43.30431,40.073902,37.28542
2023-08-31 17:00:00,45.778065,41.222244,37.482365,34.167595
2023-08-31 17:15:00,39.255127,34.631775,30.418028,26.356958
2023-08-31 17:30:00,38.48493,33.106564,28.74784,24.569763
2023-08-31 17:45:00,35.019493,29.50747,25.159466,20.991375
2023-08-31 18:00:00,31.71263,26.264385,22.1826,18.271055
2023-08-31 18:15:00,28.717302,23.571745,19.908243,16.364162
2023-08-31 18:30:00,22.958004,18.720047,15.743972,12.828491
2023-08-31 18:45:00,21.531538,17.674019,15.116265,12.502629
2023-08-31 19:00:00,16.852358,14.001548,12.052981,9.972011
2023-08-31 19:15:00,14.703882,12.352755,10.76039,8.97846
2023-08-31 19:30:00,12.759602,10.844682,9.521791,7.985805
2023-08-31 19:45:00,10.086823,8.697521,7.6842184,6.451882
2023-08-31 20:00:00,8.20118,7.137604,6.3438168,5.341077
2023-08-31 20:15:00,5.9473085,5.271195,4.73164,3.9931479
2023-08-31 20:30:00,5.293211,4.6542315,4.1869726,3.5492716
2023-08-31 20:45:00,4.9333544,4.2866445,3.8528552,3.2768047
2023-08-31 21:00:00,3.8207853,3.3115633,2.9863079,2.5371192
2023-08-31 21:15:00,2.4098258,2.0990813,1.9224496,1.6308875
2023-08-31 21:30:00,1.3777964,1.2127262,1.1534209,0.98456514
2023-08-31 21:45:00,0.9540959,0.84327644,0.8379778,0.73056847
2023-08-31 22:00:00,0.73507106,0.6511961,0.67528117,0.6055801
2023-08-31 22:15:00,0.6027261,0.53697586,0.57874817,0.535165
2023-08-31 22:30:00,0.5128212,0.46207705,0.5142874,0.4895227
2023-08-31 22:45:00,0.44551522,0.40725705,0.4638894,0.45194873
2023-08-31 23:00:00,0.390958,0.36167577,0.4171564,0.41256627
2023-08-31 23:15:00,0.3439933,0.31907436,0.36833808,0.36615568
2023-08-31 23:30:00,0.30223587,0.2757654,0.31401077,0.3096255
2023-08-31 23:45:00,0.26398572,0.22908741,0.25201732,0.24137053
2023-09-01 00:00:00,0.22697866,0.17722374,0.1821037,0.16250001
2023-09-01 00:15:00,0.18936157,0.120271064,0.10664912,0.0771863
2023-09-01 00:30:00,0.15116608,0.06029096,0.029316071,-0.009738337
2023-09-01 00:45:00,0.11339823,3.709808e-05,-0.046194967,-0.09389304
2023-09-01 01:00:00,0.076752275,-0.057628486,-0.11595855,-0.17060274
2023-09-01 01:15:00,0.041542355,-0.11036935,-0.17689498,-0.23636393
2023-09-01 01:30:00,0.00794502,-0.15655628,-0.22722866,-0.28947377
2023-09-01 01:45:00,-0.023812946,-0.1952927,-0.26647386,-0.32993552
2023-09-01 02:00:00,-0.054030154,-0.22703806,-0.29598802,-0.35994238
2023-09-01 02:15:00,-0.082695276,-0.2523097,-0.31665295,-0.38052744
2023-09-01 02:30:00,-0.109906256,-0.27213818,-0.32975826,-0.39312086
2023-09-01 02:45:00,-0.13498566,-0.28713164,-0.33606675,-0.39841583
2023-09-01 03:00:00,-0.1567381,-0.29738954,-0.3357484,-0.3963639
2023-09-01 03:15:00,-0.1740238,-0.30281445,-0.32871237,-0.38662815
2023-09-01 03:30:00,-0.18596956,-0.30315912,-0.31467524,-0.3687054
2023-09-01 03:45:00,-0.19182722,-0.297446,-0.29213732,-0.34057426
2023-09-01 04:00:00,-0.19118066,-0.28464663,-0.25950527,-0.3000672
2023-09-01 04:15:00,-0.18371025,-0.2628971,-0.21367489,-0.24301015
2023-09-01 04:30:00,-0.16853438,-0.22813949,-0.14770354,-0.16001023
2023-09-01 04:45:00,-0.14372034,-0.17348689,-0.04960324,-0.03438133
2023-09-01 05:00:00,-0.10589894,-0.08883291,0.098557174,0.16001718
2023-09-01 05:15:00,-0.05322679,0.032275513,0.3098353,0.44557717
2023-09-01 05:30:00,0.5317034,0.8044247,1.311599,1.6493666
2023-09-01 05:45:00,0.71340466,1.1206535,1.8238206,2.3738604
2023-09-01 06:00:00,0.8335458,1.3834845,2.297163,3.099319
2023-09-01 06:15:00,1.8508185,2.81007,4.2931614,5.788262
2023-09-01 06:30:00,2.087425,3.2053137,4.947121,6.8162994
2023-09-01 06:45:00,4.6198525,6.6808825,9.761826,13.355272
2023-09-01 07:00:00,8.253219,11.584968,16.369713,21.82487
2023-09-01 07:15:00,8.890915,12.333497,17.160406,22.596827
2023-09-01 07:30:00,11.843888,16.04199,21.499485,26.967192
2023-09-01 07:45:00,17.410736,22.620092,28.194208,31.971964
2023-09-01 08:00:00,20.67999,25.80821,29.94947,31.977468
2023-09-01 08:15:00,28.560102,32.14357,33.221016,33.406364
2023-09-01 08:30:00,34.478638,34.90934,34.33276,34.168625
2023-09-01 08:45:00,35.671574,35.07669,34.568317,34.37966
2023-09-01 09:00:00,34.31738,34.312836,34.235233,34.059875
2023-09-01 09:15:00,33.88404,34.159405,34.25934,34.095463
2023-09-01 09:30:00,34.098236,34.384575,34.471405,34.300385
2023-09-01 09:45:00,34.45711,34.643784,34.63845,34.44488
2023-09-01 10:00:00,34.7103,34.762043,34.65583,34.440155
2023-09-01 10:15:00,34.770424,34.702957,34.523415,34.298
2023-09-01 10:30:00,34.643806,34.503685,34.28945,34.068016
2023-09-01 10:45:00,34.392803,34.228012,34.01185,33.801086
